ArRId;ArRVersion;ArRCreated;ArRChanged;ArRName;ArRType;ArRPublicCode;ArRXEpsg2154;ArRYEpsg2154;ZdAId;ArRGeopoint;ArRTown;ArRPostalRegion;ArRAccessibility;ArRAudibleSignals;ArRVisualSigns;ArRFareZone
471484;1076405-45447;2019-03-07T18:41:53+01:00;2019-03-11T11:38:24+01:00;Avenue Henri Martin;rail;C;646614;6863075;45447;48.86549159263436, 2.272275533165145;Paris 16e;75116;partial;unknown;unknown;1
470620;1073105-45437;2019-03-07T17:55:02+01:00;2019-03-11T11:34:55+01:00;Avenue Foch;rail;1;646803;6863556;45437;48.86983273719863, 2.274791501122145;Paris 16e;75116;partial;unknown;unknown;1
471270;1399314-1106541;2019-03-07T18:28:17+01:00;2022-06-10T15:58:02+02:00;Louveciennes;rail;1;635626;6862715;473506;48.86124985627289, 2.122559815493701;Louveciennes;78350;partial;unknown;unknown;4
471680;1399293-1533669;2019-03-07T18:56:17+01:00;2022-06-10T15:33:47+02:00;La Plaine Stade de France;rail;2;653289;6868845;43145;48.91789769849715, 2.362625853490987;Saint-Denis;93066;unknown;unknown;unknown;2
472561;1080773-1085531;2019-03-07T20:19:51+01:00;2019-03-07T22:46:02+01:00;Voves;rail;2;597759;6798077;411449;48.27499757743611, 1.621880732514486;Les Villages Vovéens;28422;unknown;unknown;unknown;
472529;1080639-1085425;2019-03-07T20:16:21+01:00;2019-03-07T22:46:02+01:00;Châteaudun;rail;Z;576264;6776108;411443;48.07363276820288, 1.3384554714815085;Châteaudun;28088;unknown;unknown;unknown;
472521;1080607-1106031;2019-03-07T20:15:33+01:00;2019-03-07T22:46:02+01:00;Parc des expositions;rail;2;664470;6874960;47878;48.97360009626187, 2.5146739303310817;Villepinte;93078;unknown;unknown;unknown;4
472507;1080551-1086379;2019-03-07T20:13:56+01:00;2019-03-07T22:46:02+01:00;Achères Grand Cormier;rail;1;633631;6873206;47915;48.95538452166022, 2.0937284858421443;Saint-Germain-en-Laye;78551;unknown;unknown;unknown;5
472518;1080595-1097639;2019-03-07T20:15:06+01:00;2019-03-07T22:46:02+01:00;Le Plessis-Belleville;rail;1;681388;6888549;411405;49.09650028095183, 2.745165896619675;Le Plessis-Belleville;60500;unknown;unknown;unknown;
472285;1079649-1085896;2019-03-07T19:51:04+01:00;2019-03-07T22:46:02+01:00;Sainte-Geneviève-des-Bois;rail;2B;649372;6839412;43188;48.65289786279712, 2.3126765240104157;Sainte-Geneviève-des-Bois;91549;unknown;unknown;unknown;5
472299;1079709-1119821;2019-03-07T19:52:34+01:00;2019-03-07T22:46:02+01:00;Pont de Rungis Aéroport d'Orly;rail;Z;653919;6849986;47907;48.74834204733148, 2.3732643094489987;Thiais;94073;unknown;unknown;unknown;4
472247;1079504-1085931;2019-03-07T19:47:31+01:00;2019-03-07T22:46:02+01:00;Sens;rail;1B;719881;6788677;411452;48.19814417586791, 3.2675752829657974;Sens;89387;unknown;unknown;unknown;
472259;1079547-1086379;2019-03-07T19:48:24+01:00;2019-03-07T22:46:02+01:00;Achères Grand Cormier;rail;2;633620;6873215;47915;48.955464312524434, 2.093576882894316;Saint-Germain-en-Laye;78551;unknown;unknown;unknown;5
472220;1079400-1119572;2019-03-07T19:44:49+01:00;2019-03-07T22:46:02+01:00;Ermont - Eaubonne;rail;3;646732;6875874;47898;48.98059357820747, 2.272276080201246;Eaubonne;95203;unknown;unknown;unknown;4
472236;1079462-1115726;2019-03-07T19:46:25+01:00;2019-03-07T22:46:02+01:00;Viroflay Rive Droite;rail;1;638862;6856474;46689;48.80544045075889, 2.167561032888083;Viroflay;78686;unknown;unknown;unknown;3
472208;1079344-1347556;2019-03-07T19:43:30+01:00;2019-03-07T22:46:02+01:00;Paris Saint-Lazare;rail;4;650390;6864350;58566;48.87725924813097, 2.3235961076265617;Paris 8e;75108;unknown;unknown;unknown;1
472200;1079312-1119624;2019-03-07T19:42:42+01:00;2019-03-07T22:46:02+01:00;Le Bras de Fer;rail;1;659612;6836049;45850;48.62336937012644, 2.4520061200602705;Evry-Courcouronnes;91228;unknown;unknown;unknown;5
472217;1079386-1533685;2019-03-07T19:44:31+01:00;2019-03-07T22:46:02+01:00;Mantes-la-Jolie;rail;C;605121;6877399;43157;48.98950976189654, 1.7035426576478743;Mantes-la-Jolie;78361;unknown;unknown;unknown;5
472215;1079378-47968;2019-03-07T19:44:21+01:00;2019-03-07T22:46:02+01:00;Les Noues;rail;2;661829;6881608;47968;49.03322614859666, 2.4779995976691294;Goussainville;95280;unknown;unknown;unknown;5
472390;1080070-1096826;2019-03-07T20:01:42+01:00;2019-03-07T22:46:02+01:00;Pontoise;rail;16;633833;6883365;44411;49.04674915767161, 2.094896543045298;Pontoise;95500;unknown;unknown;unknown;5
472389;1080066-1270247;2019-03-07T20:01:34+01:00;2019-03-07T22:46:02+01:00;Houilles - Carrières-sur-Seine;rail;C;640280;6869246;43082;48.92042781295921, 2.1850721006049625;Houilles;78311;unknown;unknown;unknown;4
472398;1080102-1086377;2019-03-07T20:02:30+01:00;2019-03-07T22:46:02+01:00;Corbeil-Essonnes;rail;15;661079;6834896;43115;48.613088212974276, 2.472014720157538;Corbeil-Essonnes;91174;unknown;unknown;unknown;5
472374;1080011-1119876;2019-03-07T20:00:08+01:00;2019-03-07T22:46:02+01:00;Villeparisis - Mitry-le-Neuf;rail;1B;670934;6872662;46725;48.95326075097147, 2.603125786648343;Mitry-Mory;77294;unknown;unknown;unknown;5
472343;1079888-1086377;2019-03-07T19:57:02+01:00;2019-03-07T22:46:02+01:00;Corbeil-Essonnes;rail;14;661111;6834922;43115;48.61332400411937, 2.472446448844176;Corbeil-Essonnes;91174;unknown;unknown;unknown;5
472304;1079729-1109904;2019-03-07T19:53:06+01:00;2019-03-07T22:46:02+01:00;Vigneux-sur-Seine;rail;1M;656886;6845516;45735;48.70834396157915, 2.4140672879110676;Vigneux-sur-Seine;91657;unknown;unknown;unknown;4
472303;1079725-1119602;2019-03-07T19:53:01+01:00;2019-03-07T22:46:02+01:00;Franconville - Le Plessis-Bouchard;rail;2;643960;6877367;43126;48.99378249790746, 2.234210750116809;Franconville;95252;unknown;unknown;unknown;4
472300;1079713-1533686;2019-03-07T19:52:41+01:00;2019-03-07T22:46:02+01:00;Mantes Station;rail;C;605976;6876721;46965;48.98353955965808, 1.7153742909015328;Mantes-la-Jolie;78361;unknown;unknown;unknown;5
472318;1079791-1347556;2019-03-07T19:54:33+01:00;2019-03-07T22:46:02+01:00;Paris Saint-Lazare;rail;3;650381;6864349;58566;48.8772495620443, 2.32347352060639;Paris 8e;75108;unknown;unknown;unknown;1
472310;1079759-1099710;2019-03-07T19:53:51+01:00;2019-03-07T22:46:02+01:00;Trappes;rail;1B;627011;6853214;43209;48.774890671318644, 2.006774866835459;Trappes;78621;unknown;unknown;unknown;5
472092;1078868-1119550;2019-03-07T19:32:10+01:00;2019-03-07T22:46:02+01:00;Changis - Saint-Jean;rail;1;701919;6873250;47928;48.959202257387176, 3.0262053756100173;Changis-sur-Marne;77084;unknown;unknown;unknown;5
472089;1078858-1533681;2019-03-07T19:31:52+01:00;2019-03-07T22:46:02+01:00;Saint-Denis;rail;1;652067;6870770;412743;48.935118067555216, 2.345734714670775;Saint-Denis;93066;unknown;unknown;unknown;3
472083;1078834-1106627;2019-03-07T19:31:17+01:00;2019-03-07T22:46:02+01:00;Maisse;rail;2;655099;6810555;43156;48.393738491817146, 2.3934320946944365;Maisse;91359;unknown;unknown;unknown;5
472047;1078672-1119870;2019-03-07T19:27:36+01:00;2019-03-07T22:46:02+01:00;Vanves - Malakoff;rail;2B;648030;6857839;43214;48.818520232311755, 2.292216253945996;Vanves;92075;unknown;unknown;unknown;2
472026;1078584-1085748;2019-03-07T19:25:31+01:00;2019-03-07T22:46:02+01:00;Brétigny;rail;2;648534;6834279;43098;48.606662319825794, 2.3019165132267316;Brétigny-sur-Orge;91103;unknown;unknown;unknown;5
472007;1078502-1119870;2019-03-07T19:23:39+01:00;2019-03-07T22:46:02+01:00;Vanves - Malakoff;rail;1B;648036;6857832;43214;48.818457763879216, 2.29229881847264;Vanves;92075;unknown;unknown;unknown;2
472001;1078478-1119744;2019-03-07T19:23:09+01:00;2019-03-07T22:46:02+01:00;Montigny - Beauchamp;rail;1;641210;6878941;43166;49.00768949643184, 2.196415520447984;Pierrelaye;95488;unknown;unknown;unknown;4
472013;1078526-1347556;2019-03-07T19:24:09+01:00;2019-03-07T22:46:02+01:00;Paris Saint-Lazare;rail;18;650466;6864403;58566;48.87774171192626, 2.3246260929267435;Paris 8e;75108;unknown;unknown;unknown;1
472186;1079252-1533672;2019-03-07T19:41:19+01:00;2019-03-07T22:46:02+01:00;Sevran Beaudottes;rail;1;665187;6871985;43193;48.94688755556362, 2.524712233914748;Sevran;93071;unknown;unknown;unknown;4
472176;1079212-1119728;2019-03-07T19:40:27+01:00;2019-03-07T22:46:02+01:00;Marchezais - Broué;rail;2;590756;6853058;411495;48.76836811848182, 1.5135585558941536;Broué;28062;unknown;unknown;unknown;
472150;1079104-1549390;2019-03-07T19:38:03+01:00;2019-03-07T22:46:02+01:00;Andrésy;rail;1;630361;6875377;47916;48.974559628272246, 2.048723591134346;Andrésy;78015;unknown;unknown;unknown;5
472148;1079096-1085748;2019-03-07T19:37:53+01:00;2019-03-07T22:46:02+01:00;Brétigny;rail;1;648542;6834274;43098;48.60661798198894, 2.302025618832044;Brétigny-sur-Orge;91103;unknown;unknown;unknown;5
472146;1079086-1091870;2019-03-07T19:37:35+01:00;2019-03-07T22:46:02+01:00;Garancières - La Queue;rail;2;609279;6857423;47903;48.81049108581001, 1.764619528708007;Garancières;78265;unknown;unknown;unknown;5
472153;1079116-1119599;2019-03-07T19:38:19+01:00;2019-03-07T22:46:02+01:00;Étigny - Véron;rail;1BIS;721597;6781912;411455;48.13721775758148, 3.290335684388481;Étigny;89160;unknown;unknown;unknown;
472100;1078900-54249;2019-03-07T19:32:57+01:00;2019-03-07T22:46:02+01:00;Les Clairières de Verneuil;rail;B;623533;6877485;54249;48.99273751930892, 1.9550817261074025;Verneuil-sur-Seine;78642;unknown;unknown;unknown;5
472104;1078918-43219;2019-03-07T19:33:33+01:00;2019-03-07T22:46:02+01:00;Versailles Chantiers;rail;E;636421;6855344;43219;48.79504217048373, 2.1344962647894867;Versailles;78646;unknown;unknown;unknown;4
472105;1078922-1119723;2019-03-07T19:33:38+01:00;2019-03-07T22:46:02+01:00;Maisons-Alfort - Alfortville;rail;1B;657876;6855960;43154;48.80234027783506, 2.4264903375606885;Maisons-Alfort;94046;unknown;unknown;unknown;3
472119;1078978-1088999;2019-03-07T19:35:03+01:00;2019-03-07T22:46:02+01:00;Château-Thierry;rail;B;729950;6882076;411378;49.03787026126121, 3.409611140584185;Château-Thierry;02168;unknown;unknown;unknown;
472115;1078962-1085072;2019-03-07T19:34:42+01:00;2019-03-07T22:46:02+01:00;Athis-Mons;rail;2B;656116;6846007;46395;48.712708217679, 2.4035527394536738;Athis-Mons;91027;unknown;unknown;unknown;4
472113;1078954-47790;2019-03-07T19:34:33+01:00;2019-03-07T22:46:02+01:00;Bougival;rail;2;636316;6861879;47790;48.85380057721629, 2.1320892377267104;La Celle-Saint-Cloud;78126;unknown;unknown;unknown;4
470984;1074470-1118687;2019-03-07T18:11:32+01:00;2019-03-07T22:46:02+01:00;Le Vert de Maisons;rail;1B;658286;6854438;464040;48.78867887410986, 2.432221207214884;Maisons-Alfort;94046;unknown;unknown;unknown;3
470965;1074401-1085830;2019-03-07T18:10:34+01:00;2019-03-07T22:46:02+01:00;Saint-Michel-sur-Orge;rail;2B;648910;6837537;43202;48.63599680772781, 2.3066282682333483;Saint-Michel-sur-Orge;91570;unknown;unknown;unknown;5
470943;1074317-1109914;2019-03-07T18:09:27+01:00;2019-03-07T22:46:02+01:00;Villeneuve-Saint-Georges;rail;2B;659260;6847978;45067;48.730641445749804, 2.4460948934240703;Villeneuve-Saint-Georges;94078;unknown;unknown;unknown;4
470928;1074264-1086039;2019-03-07T18:08:42+01:00;2019-03-07T22:46:02+01:00;Bueil;rail;2;585937;6870621;411362;48.92545279909007, 1.4432942139499532;Bueil;27119;unknown;unknown;unknown;
470880;1074076-1100709;2019-03-07T18:06:28+01:00;2019-03-07T22:46:02+01:00;Vitry-sur-Seine;rail;2B;656119;6855734;46375;48.80019060821999, 2.4025933145518628;Vitry-sur-Seine;94081;unknown;unknown;unknown;3
470883;1074088-1118687;2019-03-07T18:06:37+01:00;2019-03-07T22:46:02+01:00;Le Vert de Maisons;rail;1;658273;6854515;464040;48.789370534105615, 2.4320367289280167;Maisons-Alfort;94046;unknown;unknown;unknown;3
470894;1074134-412186;2019-03-07T18:07:09+01:00;2019-03-07T22:46:02+01:00;Évreux Normandie;rail;D;564689;6881409;411365;49.018317459459674, 1.1499550282581572;Évreux;27229;unknown;unknown;unknown;
470746;1073573-1085943;2019-03-07T18:00:21+01:00;2019-03-07T22:46:02+01:00;Villeneuve-sur-Yonne;rail;2BIS;721332;6776146;411476;48.08534170670912, 3.2864919959859775;Villeneuve-sur-Yonne;89464;unknown;unknown;unknown;
470703;1073421-1119546;2019-03-07T17:58:28+01:00;2019-03-07T22:46:02+01:00;Buno - Gironville;rail;1;654626;6808085;43102;48.371484379795326, 2.387301493219238;Buno-Bonnevaux;91121;unknown;unknown;unknown;5
470710;1073444-47522;2019-03-07T17:58:46+01:00;2019-03-07T22:46:02+01:00;Villaines;rail;U;652549;6886793;47522;49.07922702845139, 2.3505146353254367;Villaines-sous-Bois;95660;unknown;unknown;unknown;5
470665;1073277-1099728;2019-03-07T17:56:54+01:00;2019-03-07T22:46:02+01:00;Trie-Château;rail;2;614047;6909822;411338;49.2822424818264, 1.8188648208824947;Trie-Château;60644;unknown;unknown;unknown;
470668;1073291-1098774;2019-03-07T17:57:05+01:00;2019-03-07T22:46:02+01:00;Saint-Leu-la-Forêt;rail;M;644611;6879752;48964;49.015283823923035, 2.2427936261624413;Saint-Leu-la-Forêt;95563;unknown;unknown;unknown;4
