ArRId;ArRVersion;ArRCreated;ArRChanged;ArRName;ArRType;ArRPublicCode;ArRXEpsg2154;ArRYEpsg2154;ZdAId;ArRGeopoint;ArRTown;ArRPostalRegion;ArRAccessibility;ArRAudibleSignals;ArRVisualSigns;ArRFareZone
41152;1092083-1162902;2014-12-29T00:00:00+01:00;2020-08-25T17:01:31+02:00;Gare de Gargenville;rail;-;612818;6876555;43129;48.98301607096444, 1.8088809756741167;Gargenville;78267;partial;unknown;unknown;
411402;1106000-1533671;2015-01-26T00:00:00+01:00;2020-08-25T16:55:18+02:00;Mitry-Claye;rail;-;673828;6875151;43164;48.975766719054235, 2.6424969673572978;Mitry-Mory;77294;partial;unknown;unknown;
41106;1087999-1119542;2014-12-29T00:00:00+01:00;2020-08-25T16:51:34+02:00;Gare de Bouffémont Moisselles;rail;-;650492;6883019;47517;49.04513903608753, 2.3228114741548906;Bouffémont;95091;partial;unknown;unknown;
472128;1079014-1347557;2019-03-07T19:35:54+01:00;2020-08-25T16:00:21+02:00;Paris Gare de Lyon;rail;G;654218;6860553;470195;48.843396731973314, 2.3761954025356555;Paris 12e;75112;partial;unknown;unknown;1
471590;1076819-1106363;2019-03-07T18:49:16+01:00;2020-08-25T16:00:01+02:00;Mennecy;rail;1;658089;6830179;47899;48.5704719533914, 2.431915387753334;Mennecy;91386;partial;unknown;unknown;5
471145;1075096-1092818;2019-03-07T18:20:36+01:00;2020-08-25T15:57:19+02:00;Grigny Centre;rail;2;655565;6839580;43132;48.654864162262875, 2.396731492575908;Grigny;91286;partial;unknown;unknown;5
470918;1074229-1119578;2019-03-07T18:08:15+01:00;2020-08-25T15:56:28+02:00;Épinay - Villetaneuse;rail;4;650830;6873341;43078;48.958143511455745, 2.328552586062759;Épinay-sur-Seine;93031;partial;unknown;unknown;3
472554;1080745-43104;2019-03-07T20:19:12+01:00;2020-08-25T15:50:19+02:00;Cergy le Haut;rail;1;627746;6883600;43104;49.04820582016781, 2.0116000988348928;Cergy;95127;partial;unknown;unknown;5
472384;1080046-43104;2019-03-07T20:01:00+01:00;2020-08-25T15:50:16+02:00;Cergy le Haut;rail;2;627742;6883606;43104;49.04825931536406, 2.0115443590872055;Cergy;95127;partial;unknown;unknown;5
472426;1087984-1087996;2019-03-07T00:00:00+01:00;2020-08-25T15:48:36+02:00;Boran-sur-Oise;rail;1;653480;6896509;411332;49.16664842585752, 2.362182954010136;Boran-sur-Oise;60086;partial;unknown;unknown;
471776;1077581-1119839;2019-03-07T19:04:06+01:00;2020-08-25T15:46:53+02:00;Saint-Ouen-l'Aumône Quartier de l'Église;rail;2;634454;6882490;47955;49.03894567256213, 2.103526398400301;Saint-Ouen-l'Aumône;95572;partial;unknown;unknown;5
471735;1077413-1106363;2019-03-07T19:00:51+01:00;2020-08-25T15:43:17+02:00;Mennecy;rail;2;658075;6830179;47899;48.57047104722053, 2.4317256306488746;Mennecy;91386;partial;unknown;unknown;5
471708;1077305-1106631;2019-03-07T18:58:26+01:00;2020-08-25T15:43:08+02:00;Melun;rail;A;674460;6825318;47909;48.52759749247413, 2.6541017483433254;Melun;77288;partial;unknown;unknown;5
472955;1184142-1097649;2019-03-07T00:00:00+01:00;2020-08-25T15:40:53+02:00;Le Stade;rail;1;645850;6870465;43236;48.93188218679207, 2.2609189172518915;Colombes;92025;partial;unknown;unknown;3
470905;1202702-1179883;2019-03-07T00:00:00+01:00;2020-07-17T14:50:31+02:00;Péreire Levallois;rail;1;648619;6865337;44314;48.88599613216176, 2.2993313756261693;Paris 17e;75117;unknown;unknown;unknown;1
479329;1193648-1105837;2020-04-02T12:18:30+02:00;2020-04-02T12:18:33+02:00;Le Vésinet - Le Pecq;rail;Z;635637;6866795;43237;48.897940218533755, 2.1220914674418765;Le Vésinet;78650;unknown;unknown;unknown;4
479038;1187066-1187056;2020-02-29T08:03:14+01:00;2020-02-29T08:05:29+01:00;Paris Bercy Bourgogne - Pays d'Auvergne;rail;V;654884;6859949;479035;48.83801189376493, 2.3853337066977036;Paris 12e;75112;unknown;unknown;unknown;1
473924;1106793-45873;2019-03-27T09:45:32+01:00;2020-02-06T17:02:00+01:00;Auber;rail;-;650829;6863792;45873;48.872274969421106, 2.329645918766417;Paris 9e;75109;partial;unknown;unknown;1
471541;1076636-1533674;2019-03-07T18:45:57+01:00;2020-01-10T15:22:33+01:00;Étampes;rail;4;637882;6815555;43080;48.43730054392324, 2.1601442339778565;Étampes;91223;partial;unknown;unknown;5
472823;1081852-1533674;2019-03-07T20:48:25+01:00;2020-01-10T15:22:33+01:00;Étampes;rail;6;637880;6815558;43080;48.43732734008955, 2.160116763950148;Étampes;91223;partial;unknown;unknown;5
472124;1078998-58572;2019-03-07T19:35:30+01:00;2019-12-18T10:10:26+01:00;Magenta;rail;51;652964;6864722;58572;48.88079768714824, 2.3586483403889598;Paris 10e;75110;partial;unknown;unknown;1
470825;1155803-1119730;2019-03-07T00:00:00+01:00;2019-09-04T15:40:41+02:00;Massy - Palaiseau;rail;3;645518;6847512;58774;48.72544158998988, 2.2593262322535113;Massy;91377;partial;unknown;unknown;4
41190;1142262-44602;2014-12-29T00:00:00+01:00;2019-07-15T10:14:11+02:00;Gare de Versailles Rive Droite;rail;-;636604;6856956;44602;48.8095571123822, 2.1367528050004814;Versailles;78646;partial;unknown;unknown;
472033;1078614-1347557;2019-03-07T19:26:15+01:00;2019-07-03T11:02:36+02:00;Paris Gare de Lyon;rail;11;654368;6860512;470195;48.84303865693229, 2.3782435480674815;Paris 12e;75112;partial;unknown;unknown;1
472813;1081810-43230;2019-03-07T20:47:14+01:00;2019-07-03T11:02:27+02:00;Les Grésillons;rail;2;649710;6869216;43230;48.92096412147873, 2.3137485796353086;Gennevilliers;92036;partial;unknown;unknown;3
471519;1076548-1119578;2019-03-07T18:44:22+01:00;2019-07-03T11:02:25+02:00;Épinay - Villetaneuse;rail;3;650812;6873335;43078;48.95808818256044, 2.3283074934973187;Épinay-sur-Seine;93031;partial;unknown;unknown;3
471066;1138386-1095310;2019-03-07T00:00:00+01:00;2019-07-03T10:57:02+02:00;Jouy;rail;2;593464;6824287;411498;48.51007222853542, 1.557547454114387;Jouy;28201;partial;unknown;unknown;
471345;1138371-1098890;2019-03-07T00:00:00+01:00;2019-07-03T10:55:22+02:00;Saint-Ouen;rail;2;650353;6867381;43203;48.90451296429395, 2.3227372137234994;Saint-Ouen;93070;partial;unknown;unknown;2
471775;1138307-45705;2019-03-07T00:00:00+01:00;2019-07-03T10:41:41+02:00;Musée d'Orsay;rail;1;650606;6862468;45705;48.860351434026214, 2.3267597744418103;Paris 7e;75107;partial;unknown;unknown;1
41088;1119749-1119744;2014-12-29T00:00:00+01:00;2019-05-23T11:20:04+02:00;Gare de Montigny Beauchamp;rail;-;641224;6878944;43166;49.00771781588781, 2.196616019679197;Pierrelaye;95488;partial;unknown;unknown;
411398;1119717-1533667;2015-01-26T00:00:00+01:00;2019-05-23T10:40:44+02:00;Aéroport Charles de Gaulle 1 (Terminal 3);rail;-;667919;6878969;462398;49.00983473294666, 2.5614936131757973;Tremblay-en-France;93073;partial;unknown;unknown;
411403;1118418-1119876;2015-01-26T00:00:00+01:00;2019-05-09T15:26:57+02:00;Villeparisis - Mitry-Le-Neuf;rail;-;670947;6872644;46725;48.95309951087803, 2.6033147640244954;Mitry-Mory;77294;partial;unknown;unknown;
41089;1116953-1096400;2014-12-29T00:00:00+01:00;2019-05-03T16:44:49+02:00;Gare de Pierrelaye;rail;-;638151;6880258;43180;49.01924845768528, 2.154414526322544;Pierrelaye;95488;partial;unknown;unknown;
411321;1091729-47879;2015-01-26T00:00:00+01:00;2019-04-19T11:55:15+02:00;Gare de Neuville-Université;rail;-;632579;6879709;47879;49.01374706346549, 2.0783290579370783;Neuville-sur-Oise;95450;partial;unknown;unknown;
41340;1109977-1110009;2014-12-29T00:00:00+01:00;2019-04-08T16:15:00+02:00;Viry-Châtillon;rail;-;654875;6841919;43225;48.675858901017385, 2.387125758044242;Viry-Châtillon;91687;partial;unknown;unknown;
471136;1075065-1109904;2019-03-07T18:20:12+01:00;2019-04-08T16:06:08+02:00;Vigneux-sur-Seine;rail;2M;656799;6845460;45735;48.70783447785041, 2.412890632882523;Vigneux-sur-Seine;91657;partial;unknown;unknown;4
473990;1107042-999398;2019-03-27T09:48:13+01:00;2019-04-02T17:46:48+02:00;Châtelet - Les Halles;rail;2B;652076;6862602;45102;48.86166751401732, 2.346779837722552;Paris 1er;75101;partial;unknown;unknown;1
473989;1107038-999398;2019-03-27T09:48:10+01:00;2019-04-02T17:46:48+02:00;Châtelet - Les Halles;rail;1B;652105;6862620;45102;48.8618315423125, 2.347173071045986;Paris 1er;75101;partial;unknown;unknown;1
474003;1107090-999512;2019-03-27T09:48:47+01:00;2019-03-27T11:44:38+01:00;Val d'Europe;rail;-;683303;6861675;43213;48.854897157986485, 2.7724461523280044;Chessy;77111;partial;unknown;unknown;5
412841;1108060-1106066;2015-02-18T00:00:00+01:00;2019-03-27T11:42:09+01:00;Sceaux;rail;-;648401;6853705;59206;48.78137621798188, 2.2977726944378065;Sceaux;92071;partial;unknown;unknown;
412816;1108109-1347558;2015-02-18T00:00:00+01:00;2019-03-27T11:41:20+01:00;Saint-Michel Notre-Dame;rail;-;651943;6861638;44877;48.85298848890332, 2.3450820615453414;Paris 5e;75105;partial;unknown;unknown;
474016;1107141-1105680;2019-03-27T09:49:20+01:00;2019-03-27T11:38:27+01:00;Saint-Germain-en-Laye;rail;1;633647;6866909;43198;48.89876330042291, 2.094932473125583;Saint-Germain-en-Laye;78551;partial;unknown;unknown;4
474030;1107195-1119802;2019-03-27T09:50:01+01:00;2019-03-27T11:34:49+01:00;Palaiseau - Villebon;rail;-;643879;6845609;43175;48.708181357721635, 2.237295612278691;Palaiseau;91477;partial;unknown;unknown;4
474041;1107234-1328422;2019-03-27T09:50:26+01:00;2019-03-27T11:31:42+01:00;Noisy-le-Grand - Mont d'Est;rail;1;667143;6860186;474082;48.8408848961098, 2.552329376211364;Noisy-le-Grand;93051;partial;unknown;unknown;4
474040;1107230-1119785;2019-03-27T09:50:24+01:00;2019-03-27T11:29:26+01:00;Noisy - Champs;rail;-;669175;6860400;58937;48.84290984223289, 2.579998957195318;Noisy-le-Grand;93051;partial;unknown;unknown;4
412814;1107836-1103225;2015-02-18T00:00:00+01:00;2019-03-27T11:22:41+01:00;Marne-La-Vallée Chessy;rail;-;684055;6863340;43239;48.86989427524872, 2.782639009408218;Chessy;77111;partial;unknown;unknown;5
473908;1106729-43833;2019-03-27T09:44:58+01:00;2019-03-27T11:21:49+01:00;Luxembourg;rail;-;651547;6860809;43833;48.84550363766169, 2.339774062692854;Paris 6e;75106;partial;unknown;unknown;1
473930;1106817-1105578;2019-03-27T09:45:45+01:00;2019-03-27T11:19:04+01:00;Lognes;rail;-;673071;6859976;43152;48.83927129870922, 2.633109297252498;Lognes;77258;partial;unknown;unknown;5
473937;1106845-1539931;2019-03-27T09:46:01+01:00;2019-03-27T11:15:15+01:00;La Défense;rail;B;644155;6866012;470549;48.89169440070616, 2.2383718729531186;Puteaux;92062;partial;unknown;unknown;3
473959;1106929-1105546;2019-03-27T09:46:56+01:00;2019-03-27T11:11:33+01:00;Fontenay-sous-Bois;rail;-;660626;6860553;47238;48.843820138807956, 2.463504974716977;Fontenay-sous-Bois;94033;partial;unknown;unknown;3
473952;1106901-1105902;2019-03-27T09:46:38+01:00;2019-03-27T11:09:25+01:00;Fontenay-aux-Roses;rail;-;648056;6854394;43125;48.78754048512842, 2.292990409298475;Fontenay-aux-Roses;92032;partial;unknown;unknown;3
412797;1107688-1368245;2015-02-18T00:00:00+01:00;2019-03-27T11:07:40+01:00;Chatou-Croissy;rail;-;638101;6865351;53783;48.88519684706624, 2.155912338511092;Chatou;78146;partial;unknown;unknown;
412801;1107665-58270;2015-02-18T00:00:00+01:00;2019-03-27T11:06:26+01:00;Gare de Champigny;rail;-;664056;6856410;58270;48.80676143478672, 2.5105970884333773;Saint-Maur-des-Fossés;94068;partial;unknown;unknown;
412822;1107648-1105536;2015-02-18T00:00:00+01:00;2019-03-27T10:58:46+01:00;Gare de Bry-Sur-Marne;rail;-;665197;6860663;43101;48.84507699760567, 2.5257838425404846;Bry-sur-Marne;94015;partial;unknown;unknown;
412842;1107639-1105921;2015-02-18T00:00:00+01:00;2019-03-27T10:58:11+01:00;Bourg-La-Reine;rail;-;649458;6853576;43097;48.78029523889278, 2.312172431830233;Bourg-la-Reine;92014;partial;unknown;unknown;
412811;1107604-1105823;2015-02-18T00:00:00+01:00;2019-03-27T10:52:50+01:00;Vincennes;rail;-;658370;6860961;43224;48.8473520703154, 2.432739434852834;Vincennes;94080;partial;unknown;unknown;
474027;1107185-43177;2019-03-27T09:49:51+01:00;2019-03-27T10:51:19+01:00;Parc de Sceaux;rail;-;649279;6852385;43177;48.769569891830265, 2.3098747819817276;Antony;92002;partial;unknown;unknown;3
412831;1107584-43177;2015-02-18T00:00:00+01:00;2019-03-27T10:51:08+01:00;Parc de Sceaux;rail;-;649288;6852420;43177;48.769885381618195, 2.309994431722374;Antony;92002;partial;unknown;unknown;
474043;1107242-1105640;2019-03-27T09:50:32+01:00;2019-03-27T10:50:26+01:00;Nogent-sur-Marne;rail;-;661224;6859481;47886;48.83421574452363, 2.471750563726395;Nogent-sur-Marne;94052;partial;unknown;unknown;3
473902;1106705-43232;2019-03-27T09:44:43+01:00;2019-03-27T10:49:25+01:00;Le Guichet;rail;-;640625;6845343;43232;48.70549808516209, 2.193112526398938;Orsay;91471;partial;unknown;unknown;5
473898;1106691-43232;2019-03-27T09:44:30+01:00;2019-03-27T10:49:25+01:00;Le Guichet;rail;-;640623;6845348;43232;48.705542870994144, 2.1930846545846068;Orsay;91471;partial;unknown;unknown;5
412850;1107567-47046;2015-02-18T00:00:00+01:00;2019-03-27T10:49:07+01:00;La Hacquinière;rail;-;637572;6844237;47046;48.695267494140744, 2.1517877106020102;Bures-sur-Yvette;91122;partial;unknown;unknown;
473949;1106889-1375630;2019-03-27T09:46:32+01:00;2019-03-27T10:48:10+01:00;La Croix de Berny;rail;-;648851;6851502;46007;48.76159477120427, 2.3041574568955903;Antony;92002;partial;unknown;unknown;3
473987;1107030-1103124;2019-03-27T09:48:06+01:00;2019-03-27T10:45:53+01:00;Boissy-Saint-Léger;rail;4;663562;6850334;43094;48.752088272435344, 2.5043826360246224;Boissy-Saint-Léger;94004;partial;unknown;unknown;4
474052;1107276-661083;2019-03-27T09:50:55+01:00;2019-03-27T09:53:27+01:00;Nanterre - Préfecture;rail;2C;643036;6866491;43169;48.89590376052362, 2.2230473685671748;Nanterre;92050;unknown;unknown;unknown;3
474057;1107296-661083;2019-03-27T09:51:10+01:00;2019-03-27T09:53:27+01:00;Nanterre - Préfecture;rail;2;643032;6866488;43169;48.89587642921446, 2.222993217269143;Nanterre;92050;unknown;unknown;unknown;3
474026;1107181-43186;2019-03-27T09:49:49+01:00;2019-03-27T09:53:27+01:00;Robinson;rail;2B;647196;6853590;43186;48.78023995068349, 2.2813851821896316;Sceaux;92071;unknown;unknown;unknown;3
474038;1107222-1105643;2019-03-27T09:50:20+01:00;2019-03-27T09:53:27+01:00;Noisiel;rail;-;671868;6860457;44199;48.84354564844981, 2.6166876182308916;Noisiel;77337;unknown;unknown;unknown;5
474009;1107114-1108113;2019-03-27T09:49:02+01:00;2019-03-27T09:53:27+01:00;Saint-Rémy-lès-Chevreuse;rail;3;631660;6845125;47889;48.70265127870658, 2.0713263500480443;Saint-Rémy-lès-Chevreuse;78575;unknown;unknown;unknown;5
474001;1107082-47900;2019-03-27T09:48:42+01:00;2019-03-27T09:53:27+01:00;Val de Fontenay;rail;-;662496;6861704;47900;48.85428272439226, 2.488882634461082;Fontenay-sous-Bois;94033;unknown;unknown;unknown;3
474006;1107102-1105773;2019-03-27T09:48:55+01:00;2019-03-27T09:53:27+01:00;Torcy;rail;3;674694;6860025;43207;48.83977774427836, 2.6552184473283766;Torcy;77468;unknown;unknown;unknown;5
474012;1107126-1108113;2019-03-27T09:49:11+01:00;2019-03-27T09:53:27+01:00;Saint-Rémy-lès-Chevreuse;rail;1;631659;6845132;47889;48.70271412952422, 2.0713116435761108;Saint-Rémy-lès-Chevreuse;78575;unknown;unknown;unknown;5
473971;1106975-1105921;2019-03-27T09:47:25+01:00;2019-03-27T09:53:27+01:00;Bourg-la-Reine;rail;-;649458;6853576;43097;48.7802952193071, 2.312169029728137;Bourg-la-Reine;92014;unknown;unknown;unknown;3
473956;1106917-1105940;2019-03-27T09:46:50+01:00;2019-03-27T09:53:27+01:00;Gentilly;rail;-;651597;6857448;45877;48.815281564009595, 2.3408376345334156;Gentilly;94037;unknown;unknown;unknown;2
473969;1106967-1105921;2019-03-27T09:47:20+01:00;2019-03-27T09:53:27+01:00;Bourg-la-Reine;rail;-;649480;6853566;43097;48.78020700769427, 2.3124695996436717;Bourg-la-Reine;92014;unknown;unknown;unknown;3
473964;1106949-1368245;2019-03-27T09:47:06+01:00;2019-03-27T09:53:27+01:00;Chatou - Croissy;rail;-;638105;6865354;53783;48.88522418012631, 2.1559623528066156;Chatou;78146;unknown;unknown;unknown;4
473913;1106749-43234;2019-03-27T09:45:09+01:00;2019-03-27T09:53:27+01:00;Le Parc de Saint-Maur;rail;-;662285;6856270;43234;48.80540117281752, 2.4864887343380695;Saint-Maur-des-Fossés;94068;unknown;unknown;unknown;3
473900;1106697-43234;2019-03-27T09:44:37+01:00;2019-03-27T09:53:27+01:00;Le Parc de Saint-Maur;rail;-;662287;6856264;43234;48.8053473292087, 2.4865164959477695;Saint-Maur-des-Fossés;94068;unknown;unknown;unknown;3
411386;1106615-1106614;2015-01-26T00:00:00+01:00;2019-03-26T14:12:58+01:00;Ormoy-Villers;rail;-;688201;6900142;411387;49.2008954968447, 2.8381361215606957;Ormoy-Villers;60479;partial;unknown;unknown;
41236;1106548-1119796;2014-12-29T00:00:00+01:00;2019-03-26T14:11:33+01:00;Orgerus Béhoust;rail;-;604799;6859284;47921;48.82657998726531, 1.703219210873385;Orgerus;78465;partial;unknown;unknown;
411426;1106281-1119613;2015-01-26T00:00:00+01:00;2019-03-26T10:37:57+01:00;Garges Sarcelles;rail;-;655342;6875326;43251;48.976326400108675, 2.3899629514257343;Garges-lès-Gonesse;95268;partial;unknown;unknown;
40962;1106101-1100421;2014-12-29T00:00:00+01:00;2019-03-25T16:38:46+01:00;Villepinte;rail;-;664318;6873747;58793;48.96268874159627, 2.512701296623449;Villepinte;93078;partial;unknown;unknown;
411360;929285-1099147;2015-01-26T00:00:00+01:00;2019-03-25T15:34:27+01:00;Gare de Sartrouville;rail;-;638267;6871167;43191;48.93751167675888, 2.1573253949782973;Sartrouville;78586;partial;unknown;unknown;
41194;1105418-1347556;2014-12-29T00:00:00+01:00;2019-03-22T11:38:15+01:00;Gare Saint-Lazare;rail;-;650458;6864340;58566;48.877174609629996, 2.3245339132892635;Paris 8e;75108;partial;unknown;unknown;
471892;1078038-1094399;2019-03-07T19:13:37+01:00;2019-03-21T14:30:37+01:00;Aéroport Charles de Gaulle 2 (Terminal 2);rail;3;668611;6878331;473364;49.00412758856369, 2.5709870299500195;Tremblay-en-France;93073;partial;unknown;unknown;5
470932;1074280-1094399;2019-03-07T18:08:58+01:00;2019-03-21T14:30:37+01:00;Aéroport Charles de Gaulle 2 (Terminal 2);rail;11;668589;6878328;473364;49.00409953784064, 2.5706865711288747;Tremblay-en-France;93073;partial;unknown;unknown;5
41334;1102611-45705;2014-12-29T00:00:00+01:00;2019-03-19T15:13:16+01:00;Musée d'Orsay;rail;-;650582;6862483;45705;48.86048905466253, 2.326443679817825;Paris 7e;75107;partial;unknown;unknown;
471859;1077911-1539996;2019-03-07T19:11:01+01:00;2019-03-19T14:31:39+01:00;Neuilly Porte Maillot;rail;1;647618;6864534;415093;48.878694393348354, 2.2857807934746095;Paris 17e;75117;partial;unknown;unknown;1
41253;1100477-1490098;2014-12-29T00:00:00+01:00;2019-03-18T15:42:01+01:00;Gare de Villiers Neauphle Pontchartrain;rail;-;617564;6857820;46847;48.81517368348856, 1.8773499344970557;Villiers-Saint-Frédéric;78683;partial;unknown;unknown;
470933;1074284-44602;2019-03-07T18:08:59+01:00;2019-03-18T14:51:30+01:00;Versailles Rive Droite;rail;1;636623;6856941;44602;48.80942404509855, 2.1370082901077554;Versailles;78646;partial;unknown;unknown;4
41383;1100088-43218;2014-12-29T00:00:00+01:00;2019-03-18T14:41:16+01:00;Gare de Vernou-sur-Seine;rail;-;688330;6809593;43218;48.38653495546859, 2.842373741160614;Vernou-la-Celle-sur-Seine;77494;partial;unknown;unknown;
472090;1078862-47588;2019-03-07T19:32:00+01:00;2019-03-18T11:58:02+01:00;Valmondois;rail;8;641701;6888150;47588;49.09053362342335, 2.201854113614227;Butry-sur-Oise;95120;partial;unknown;unknown;5
472165;1079164-47588;2019-03-07T19:39:20+01:00;2019-03-18T11:58:02+01:00;Valmondois;rail;1;641703;6888233;47588;49.09128003940529, 2.201870007697691;Butry-sur-Oise;95120;partial;unknown;unknown;5
41111;1099873-47588;2014-12-29T00:00:00+01:00;2019-03-18T11:57:18+01:00;Gare de Valmondois;rail;-;641712;6888239;47588;49.09133936995434, 2.202003268665159;Butry-sur-Oise;95120;partial;unknown;unknown;
41250;1099638-1099710;2014-12-29T00:00:00+01:00;2019-03-18T11:24:36+01:00;Gare de Trappes;rail;-;627030;6853220;43209;48.77494684266293, 2.00703998212545;Trappes;78621;partial;unknown;unknown;
472265;1079571-1119864;2019-03-07T19:49:01+01:00;2019-03-18T11:05:11+01:00;Thieux - Nantouillet;rail;2;676603;6878719;47960;49.00795718165059, 2.680195784668225;Thieux;77462;partial;unknown;unknown;5
41216;1099486-1119860;2014-12-29T00:00:00+01:00;2019-03-18T10:49:56+01:00;Gare de Sevres Rive Gauche;rail;-;642333;6858181;43195;48.821115985941695, 2.2145944337150216;Sèvres;92072;partial;unknown;unknown;
470876;1074060-1099087;2019-03-07T18:06:17+01:00;2019-03-15T17:47:40+01:00;Sannois;rail;1;646099;6874809;43189;48.97096450697047, 2.2637644659779443;Sannois;95582;partial;unknown;unknown;4
471781;1099012-1119841;2019-03-07T00:00:00+01:00;2019-03-15T17:41:39+01:00;Saint-Quentin en Yvelines - Montigny-le-Bretonneux;rail;B;629788;6854569;461504;48.78738456777923, 2.0443370237843452;Montigny-le-Bretonneux;78423;partial;unknown;unknown;5
471329;1075799-1119841;2019-03-07T18:31:38+01:00;2019-03-15T17:41:13+01:00;Saint-Quentin en Yvelines - Montigny-le-Bretonneux;rail;A;629782;6854578;461504;48.78746485260485, 2.044253882480971;Montigny-le-Bretonneux;78423;partial;unknown;unknown;5
470830;1073879-1119841;2019-03-07T18:04:10+01:00;2019-03-15T17:41:13+01:00;Saint-Quentin en Yvelines - Montigny-le-Bretonneux;rail;2B;629779;6854582;461504;48.78750049844234, 2.04421239410615;Montigny-le-Bretonneux;78423;partial;unknown;unknown;5
470962;1074391-1119839;2019-03-07T18:10:24+01:00;2019-03-15T17:34:20+01:00;Saint-Ouen-l'Aumône Quartier de l'Église;rail;1;634446;6882493;47955;49.03897182917265, 2.1034165258176207;Saint-Ouen-l'Aumône;95572;partial;unknown;unknown;5
41090;1098895-1119835;2014-12-29T00:00:00+01:00;2019-03-15T17:31:22+01:00;Gare de Saint-Ouen-l'Aumône;rail;-;634596;6883197;47599;49.04531687165857, 2.105362235496078;Saint-Ouen-l'Aumône;95572;partial;unknown;unknown;
41375;1098786-1098809;2014-12-29T00:00:00+01:00;2019-03-15T17:17:49+01:00;Gare de Saint-Mammès;rail;-;686415;6809166;47953;48.38265166931381, 2.8165299214568766;Saint-Mammès;77419;partial;unknown;unknown;
472612;1080982-1098555;2019-03-07T20:24:58+01:00;2019-03-15T15:44:59+01:00;Méry-sur-Oise;rail;2;640910;6884581;47582;49.05837270692667, 2.1915258963197948;Méry-sur-Oise;95394;partial;unknown;unknown;5
470660;1073259-1098555;2019-03-07T17:56:40+01:00;2019-03-15T15:44:59+01:00;Méry-sur-Oise;rail;1;640899;6884576;47582;49.05832673894519, 2.191376104501216;Méry-sur-Oise;95394;partial;unknown;unknown;5
472479;1080434-1098337;2019-03-07T20:11:06+01:00;2019-03-15T14:57:05+01:00;Meudon;rail;1;644487;6857376;43162;48.81406107109399, 2.244027064494805;Meudon;92048;partial;unknown;unknown;3
41377;1098142-1098109;2014-12-29T00:00:00+01:00;2019-03-15T11:41:36+01:00;Gare de Livry sur Seine;rail;-;676290;6823379;45804;48.51022437840395, 2.679004815511513;Livry-sur-Seine;77255;partial;unknown;unknown;
41200;1097847-1097896;2014-12-29T00:00:00+01:00;2019-03-15T10:16:26+01:00;Gare des Mureaux;rail;-;620471;6877500;47881;48.992505274520504, 1.9132453102819253;Les Mureaux;78440;partial;unknown;unknown;
41291;1097722-43227;2014-12-29T00:00:00+01:00;2019-03-15T09:50:05+01:00;Gare des Ardoines;rail;-;656614;6853793;43227;48.782772291691046, 2.4095372839915647;Vitry-sur-Seine;94081;partial;unknown;unknown;
472728;1081458-999515;2019-03-07T20:37:35+01:00;2019-03-14T17:14:16+01:00;Le Val d'Or;rail;1;642524;6862059;422065;48.85600301039598, 2.216664134019493;Saint-Cloud;92064;partial;unknown;unknown;3
472573;1080821-999515;2019-03-07T20:21:08+01:00;2019-03-14T17:14:16+01:00;Le Val d'Or;rail;2;642508;6862072;422065;48.85611848878464, 2.216444327510969;Saint-Cloud;92064;partial;unknown;unknown;3
471977;1078382-1119626;2019-03-07T19:21:03+01:00;2019-03-14T17:03:06+01:00;Le Raincy - Villemomble - Montfermeil;rail;A;664305;6865544;47901;48.888918287270634, 2.5132130496082654;Villemomble;93077;partial;unknown;unknown;4
472187;1079256-1119626;2019-03-07T19:41:24+01:00;2019-03-14T17:03:06+01:00;Le Raincy - Villemomble - Montfermeil;rail;D;664298;6865526;47901;48.888756029198674, 2.5131191037991867;Villemomble;93077;partial;unknown;unknown;4
41033;1097367-1347555;2014-12-29T00:00:00+01:00;2019-03-14T14:22:23+01:00;Gare de Roissy en Brie;rail;-;674341;6855108;46568;48.795547585186206, 2.650711360481581;Roissy-en-Brie;77390;partial;unknown;unknown;
41228;1097299-1097346;2014-12-29T00:00:00+01:00;2019-03-14T13:56:39+01:00;Gare de Rambouillet;rail;-;613985;6838826;427870;48.643893296441966, 1.8324427630060895;Rambouillet;78517;partial;unknown;unknown;
470793;1073751-45493;2019-03-07T18:02:22+01:00;2019-03-13T15:40:14+01:00;Pont Cardinet;rail;E;649632;6865615;45493;48.888576118227775, 2.313111698468068;Paris 17e;75117;partial;unknown;unknown;1
41369;1096414-1119894;2014-12-29T00:00:00+01:00;2019-03-13T15:05:36+01:00;Gare du Mée;rail;-;672352;6826572;45784;48.53879147804156, 2.625480262143464;Le Mée-sur-Seine;77285;partial;unknown;unknown;
471577;1076774-1119894;2019-03-07T18:48:26+01:00;2019-03-13T15:05:12+01:00;Le Mée;rail;2B;672356;6826562;45784;48.53870166771193, 2.6255269612607046;Le Mée-sur-Seine;77285;partial;unknown;unknown;5
471717;1077341-1119894;2019-03-07T18:59:12+01:00;2019-03-13T15:05:12+01:00;Le Mée;rail;2;672350;6826560;45784;48.538683420640716, 2.625445813381427;Le Mée-sur-Seine;77285;partial;unknown;unknown;5
472899;1082164-1119894;2019-03-07T20:57:04+01:00;2019-03-13T15:05:12+01:00;Le Mée;rail;1B;672360;6826571;45784;48.538782798191185, 2.625580567429824;Le Mée-sur-Seine;77285;partial;unknown;unknown;5
